MicrobiotaName	Rockeffeler1	Rockeffeler2	Rockeffeler3	Rockeffeler4	Rockeffeler5	Crick1	Crick2	Crick3	Crick4	Crick5	Greece1	Greece2	Greece3	Greece4	Greece5	DKFZ1	DKFZ2	DKFZ3	DKFZ4	DKFZ5	Gothenburg1	Gothenburg2	Gothenburg3	Gothenburg4	Gothenburg5	Geneva1	Geneva2	Geneva3	Geneva4	Geneva5	Jena1	Jena2	Jena3	Jena4	Jena5	Champalimaud1	Champalimaud2	Champalimaud3	Champalimaud4	Champalimaud5	FreiburgM3	FreiburgM4	FreiburgM5	FreiburgF3	FreiburgF4	Humanitas1	Humanitas2	Humanitas3	Humanitas4	Humanitas5	Brazil2	Brazil3	Brazil4	Brazil5	Brazil6	WildMiceM1	WildMiceM2	WildMiceM3	WildMiceM4	WildMiceM5	Bern1	Bern2	Bern3	Bern4	Bern5
s_Bacteroides_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059665871	0.059347181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s_Bacteroides_fragilis	0.046707146	0.061462815	0.048007681	0.062034739	0.054083288	0	0	0	0	0	0.084459459	0.084459459	0	0	0	0.06443299	0.065274151	0.06514658	0.064935065	0.067980965	0.075244545	0.076045627	0.075528701	0	0	0.058788948	0.058582308	0.056022409	0.056529112	0.05624297	0.061690315	0.061919505	0.063251107	0.059665871	0.059347181	0.083892617	0	0.080645161	0.1017294	0.101832994	0.123533045	0.083194676	0.082508251	0.086730269	0.067980965	0.078802206	0.079051383	0.078616352	0	0.084817642	0.068306011	0.119760479	0.104384134	0.105042017	0.102354145	0	0	0	0	0	0	0	0	0	0.098231827
s_Bacteroides_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075244545	0.076045627	0.075528701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s_Bacteroides_luhongzhouii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061690315	0.061919505	0	0.059665871	0.059347181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068306011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s_Bacteroides_ovatus	0.046707146	0.061462815	0.048007681	0.062034739	0.054083288	0	0	0	0	0	0.084459459	0.084459459	0.10373444	0.097087379	0.097751711	0.06443299	0.065274151	0.06514658	0.064935065	0.067980965	0	0	0	0	0	0.117577895	0.117164616	0.112044818	0.113058225	0.112485939	0.123380629	0.123839009	0.126502214	0.178997613	0.178041543	0.083892617	0	0	0	0	0.123533045	0.083194676	0.082508251	0.086730269	0.067980965	0.078802206	0.079051383	0.078616352	0.079176564	0.084817642	0.204918033	0.119760479	0.104384134	0.105042017	0.102354145	0	0	0	0	0.100300903	0.096153846	0.09765625	0.096432015	0.096805421	0.098231827
s_Bacteroides_salyersiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s_Bacteroides_sp._CBA7301	0.233535731	0.36877689	0.240038406	0.372208437	0.32449973	0	0	0	0	0	0.084459459	0.084459459	0	0	0	0.322164948	0.261096606	0.260586319	0.25974026	0.135961931	0	0	0	0	0	0.940623163	0.93731693	0.784313725	0.791407575	0.731158605	0.863664405	0.866873065	0.82226439	1.014319809	1.008902077	0.167785235	0	0	0.1017294	0.101832994	0.49413218	0.499168053	0.495049505	0.520381613	0.475866757	0.315208826	0.316205534	0.314465409	0.316706255	0.508905852	1.639344262	0.359281437	0.835073069	0.735294118	0.818833163	0.2997003	0.290135397	0.298804781	0.154798762	0.200601805	0.192307692	0.1953125	0.192864031	0.193610842	0.196463654
s_Bacteroides_thetaiotaomicron	0.280242877	0.430239705	0.288046087	0.434243176	0.32449973	0	0	0	0	0	0.084459459	0.084459459	0	0	0	0.06443299	0.065274151	0.06514658	0.064935065	0	0	0	0	0	0	0.176366843	0.175746924	0.112044818	0.113058225	0.112485939	0.370141888	0.371517028	0.379506641	0.357995227	0.356083086	0.083892617	0.095328885	0.080645161	0.1017294	0.101832994	0.123533045	0.083194676	0.082508251	0.086730269	0.135961931	0.157604413	0.158102767	0.157232704	0.158353127	0.084817642	0.683060109	0.718562874	0.626304802	0.630252101	0.614124872	0	0	0	0	0.200601805	0.288461538	0.29296875	0.289296046	0.290416263	0.294695481
s_Bacteroides_xylanisolvens	0.093414292	0.184388445	0.096015362	0.186104218	0.162249865	0	0	0	0	0	0.253378378	0.253378378	0.20746888	0.194174757	0.195503421	0.128865979	0.130548303	0.13029316	0.12987013	0.135961931	0.075244545	0.076045627	0.075528701	0.105485232	0.105708245	0.176366843	0.175746924	0.168067227	0.169587337	0.168728909	0.246761258	0.247678019	0.189753321	0.357995227	0.356083086	0.251677852	0.095328885	0.161290323	0.1017294	0.101832994	0.123533045	0.083194676	0.165016502	0.173460538	0.135961931	0.630417652	0.632411067	0.628930818	0.63341251	0.169635284	0.273224044	0.119760479	0.208768267	0.105042017	0.204708291	0.0999001	0.096711799	0.099601594	0	0.100300903	0.096153846	0.09765625	0.096432015	0.096805421	0.098231827
s_Bacteroides_zhangwenhongii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061690315	0.061919505	0.063251107	0.059665871	0.059347181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068306011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s_Phocaeicola_dorei	0.186828585	0.12292563	0.192030725	0.124069479	0.162249865	0	0	0	0	0	0.844594595	0.844594595	1.037344398	0.970873786	0.977517107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.616903146	0.495356037	0.316255534	1.133651551	1.068249258	0.083892617	0	0	0	0	0	0	0	0	0	0.078802206	0.079051383	0.078616352	0.079176564	0	0.341530055	0.119760479	0.208768267	0.210084034	0.204708291	0	0	0	0	0.100300903	0.096153846	0.09765625	0.096432015	0.096805421	0.098231827
g_Duncaniella	14.33909388	18.68469576	14.8343735	18.85856079	16.54948621	10.8917631	11.35857461	10.7359892	10.92150171	10.91405184	20.01689189	20.01689189	16.28630705	15.53398058	15.6402737	21.64948454	21.67101828	21.69381107	21.49350649	21.68592794	4.364183597	4.33460076	4.305135952	2.426160338	2.431289641	12.52204586	12.47803163	10.0280112	10.06218202	9.617547807	9.500308452	9.659442724	9.930423782	9.009546539	8.961424332	12.5	4.766444233	6.129032258	7.934893184	7.739307536	21.68004941	25.04159734	25.24752475	25.67215958	22.63766145	12.45074862	12.49011858	12.42138365	12.43072051	24.85156913	5.464480874	5.628742515	5.636743215	5.567226891	5.629477994	1.298701299	1.257253385	1.294820717	0.851393189	7.4222668	11.92307692	12.109375	11.95756991	12.10067764	11.88605108
s_Duncaniella_dubosii	2.382064456	3.503380455	2.496399424	3.535980149	2.974580855	2.178352621	2.227171492	2.160702228	2.184300341	2.182810368	17.06081081	17.06081081	13.58921162	12.91262136	13.00097752	10.18041237	10.31331593	10.35830619	10.32467532	11.01291638	1.655379985	1.673003802	1.66163142	0.949367089	0.951374207	3.762492651	3.749267721	3.025210084	3.052572075	2.924634421	2.714373843	2.6625387	2.593295383	2.923627685	2.908011869	4.362416107	2.192564347	2.741935484	2.746693795	2.749490835	8.770846201	8.901830283	8.910891089	8.933217693	8.837525493	7.013396375	7.035573123	6.996855346	7.046714173	8.736217133	1.980874317	2.395209581	2.192066806	2.205882353	2.251791198	0.599400599	0.676982592	0.597609562	0.541795666	3.510531595	5.673076923	5.76171875	5.68948891	5.808325266	5.697445972
g_Muribaculum	9.341429239	11.80086048	9.601536246	11.84863524	10.54624121	21.85159973	22.79138827	21.67454423	21.9112628	21.96452933	6.165540541	6.25	5.497925311	5.339805825	5.376344086	9.922680412	9.595300261	9.576547231	9.480519481	7.953772944	2.182091798	2.205323194	2.190332326	1.371308017	1.374207188	13.10993533	13.00527241	11.59663866	11.64499717	11.58605174	6.354102406	6.00619195	4.743833017	9.128878282	9.020771513	14.51342282	12.01143947	14.27419355	9.257375381	9.063136456	12.72390364	14.55906822	14.7689769	15.00433651	13.12032631	9.456264775	9.565217391	9.512578616	9.501187648	14.927905	7.855191257	18.80239521	15.13569937	15.54621849	15.04605937	2.397602398	2.417794971	2.589641434	1.083591331	11.33400201	17.59615385	17.7734375	17.74349084	18.00580833	17.68172888
s_Muribaculum_gordoncarteri	4.390471742	6.63798402	4.608737398	6.699751861	5.516495403	16.26957114	16.85226429	16.13774477	16.31399317	16.30286494	4.476351351	4.476351351	3.941908714	3.786407767	3.812316716	1.868556701	1.82767624	1.824104235	1.818181818	1.563562203	0.827689992	0.836501901	0.83081571	0.52742616	0.528541226	8.759553204	8.728763913	8.011204482	8.027133974	8.042744657	2.097470697	1.981424149	1.644528779	2.863961814	2.848664688	4.94966443	6.101048618	6.612903226	3.865717192	3.767820774	8.338480544	9.068219634	9.240924092	9.280138768	8.429639701	6.698187549	6.719367589	6.761006289	6.730007918	9.329940628	2.049180328	10.77844311	7.933194154	8.193277311	7.778915046	1.698301698	1.740812379	1.792828685	0.773993808	6.419257773	9.615384615	9.765625	9.643201543	9.777347531	9.626719057
s_Muribaculum_intestinale	4.764128912	4.978488015	4.800768123	4.962779156	4.867495944	5.513955071	5.79064588	5.401755571	5.529010239	5.525238745	1.52027027	1.52027027	1.452282158	1.359223301	1.368523949	7.860824742	7.571801567	7.557003257	7.532467532	6.186267845	1.279157261	1.292775665	1.283987915	0.738396624	0.739957717	4.115226337	4.042179262	3.361344538	3.39174675	3.318335208	4.00987045	3.777089783	2.972802024	5.84725537	5.816023739	8.724832215	5.624404194	7.419354839	4.78128179	4.684317719	4.138357011	5.324459235	5.280528053	5.464006938	4.418762746	2.600472813	2.608695652	2.594339623	2.53365004	5.34351145	5.601092896	7.784431138	6.993736952	7.037815126	7.062436029	0.699300699	0.676982592	0.697211155	0.386996904	4.714142427	7.788461538	7.8125	7.81099325	7.93804453	7.760314342
g_Sodaliphilus	0.093414292	0.12292563	0.096015362	0.124069479	0.108166577	0.068073519	0.07423905	0.067521945	0.068259386	0.068212824	0.168918919	0.084459459	0.10373444	0.097087379	0.097751711	0.193298969	0.195822454	0.195439739	0.194805195	0.203942896	0.376222724	0.380228137	0.377643505	0.210970464	0.21141649	0.176366843	0.175746924	0.112044818	0.113058225	0.112485939	0.185070944	0.123839009	0.063251107	0.298329356	0.296735905	0.083892617	0.095328885	0.080645161	0	0	0.185299568	0.166389351	0.165016502	0.173460538	0.135961931	0.078802206	0.079051383	0.078616352	0.079176564	0.169635284	0.136612022	0.119760479	0.104384134	0.105042017	0.102354145	0	0	0	0	0.300902708	0.576923077	0.5859375	0.578592093	0.580832527	0.589390963
s_Sodaliphilus_pleomorphus	0.093414292	0.12292563	0.096015362	0.124069479	0.108166577	0.068073519	0.07423905	0.067521945	0.068259386	0.068212824	0.168918919	0.084459459	0.10373444	0.097087379	0.097751711	0.193298969	0.195822454	0.195439739	0.194805195	0.203942896	0.376222724	0.380228137	0.377643505	0.210970464	0.21141649	0.176366843	0.175746924	0.112044818	0.113058225	0.112485939	0.185070944	0.123839009	0.063251107	0.298329356	0.296735905	0.083892617	0.095328885	0.080645161	0	0	0.185299568	0.166389351	0.165016502	0.173460538	0.135961931	0.078802206	0.079051383	0.078616352	0.079176564	0.169635284	0.136612022	0.119760479	0.104384134	0.105042017	0.102354145	0	0	0	0	0.300902708	0.576923077	0.5859375	0.578592093	0.580832527	0.589390963
