MicrobiotaName	Rockeffeler1	Rockeffeler2	Rockeffeler3	Rockeffeler4	Rockeffeler5	Crick1	Crick2	Crick3	Crick4	Crick5	Greece1	Greece2	Greece3	Greece4	Greece5	DKFZ1	DKFZ2	DKFZ3	DKFZ4	DKFZ5	Gothenburg1	Gothenburg2	Gothenburg3	Gothenburg4	Gothenburg5	Geneva1	Geneva2	Geneva3	Geneva4	Geneva5	Jena1	Jena2	Jena3	Jena4	Jena5	Champalimaud1	Champalimaud2	Champalimaud3	Champalimaud4	Champalimaud5	FreiburgM3	FreiburgM4	FreiburgM5	FreiburgF3	FreiburgF4	Humanitas1	Humanitas2	Humanitas3	Humanitas4	Humanitas5	Brazil2	Brazil3	Brazil4	Brazil5	Brazil6	WildMiceM1	WildMiceM2	WildMiceM3	WildMiceM4	WildMiceM5	Bern1	Bern2	Bern3	Bern4	Bern5
g_Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075244545	0.076045627	0.075528701	0.105485232	0.105708245	0.058788948	0.058582308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315208826	0.23715415	0.235849057	0.237529691	0	0.204918033	0.239520958	0.208768267	0.210084034	0.204708291	0	0	0	0	0	0	0	0	0	0
g_Enterococcus	0.326950023	0.61462815	0.336053769	0.620347395	0.486749594	0.408441116	0.371195249	0.405131668	0.409556314	0.409276944	0.844594595	0.844594595	1.141078838	1.165048544	1.173020528	0.193298969	0.195822454	0.195439739	0.194805195	0.203942896	0.451467269	0.456273764	0.453172205	0.421940928	0.422832981	0.058788948	0.058582308	0.112044818	0.113058225	0.112485939	0.370141888	0.371517028	0.442757748	0.298329356	0.296735905	0.587248322	0.476644423	0.322580645	0.610376399	0.712830957	0.555898703	0.74875208	0.742574257	0.78057242	0.611828688	0.236406619	0.23715415	0.235849057	0.237529691	0.763358779	0.204918033	0.359281437	0.313152401	0.31512605	0.307062436	1.498501499	1.353965184	1.494023904	0.773993808	1.203610832	0.865384615	0.87890625	0.867888139	0.87124879	0.884086444
s_Enterococcus_faecalis	0.280242877	0.61462815	0.288046087	0.620347395	0.432666306	0.272294078	0.296956199	0.270087779	0.273037543	0.272851296	0.675675676	0.675675676	0.933609959	0.873786408	0.879765396	0.128865979	0.130548303	0.13029316	0.12987013	0.135961931	0.376222724	0.380228137	0.377643505	0.316455696	0.317124736	0.058788948	0.058582308	0.056022409	0.056529112	0.05624297	0.246761258	0.247678019	0.316255534	0.238663484	0.237388724	0.503355705	0.381315539	0.322580645	0.406917599	0.407331976	0.49413218	0.665557404	0.660066007	0.693842151	0.543847723	0.157604413	0.158102767	0.235849057	0.158353127	0.678541137	0.136612022	0.239520958	0.208768267	0.210084034	0.204708291	1.298701299	1.257253385	1.394422311	0.619195046	1.10330993	0.769230769	0.78125	0.771456123	0.774443369	0.785854617
s_Enterococcus_faecium	0.046707146	0.061462815	0.048007681	0.062034739	0.054083288	0.136147039	0.148478099	0.135043889	0.136518771	0.136425648	0.168918919	0.253378378	0.20746888	0.194174757	0.195503421	0.06443299	0.065274151	0.06514658	0.064935065	0.067980965	0.075244545	0.076045627	0.075528701	0.105485232	0.105708245	0	0	0.056022409	0.056529112	0.05624297	0.061690315	0.061919505	0.063251107	0.059665871	0.059347181	0.083892617	0.095328885	0.080645161	0.2034588	0.203665988	0.061766523	0.083194676	0.082508251	0.086730269	0.067980965	0.078802206	0.079051383	0.078616352	0.079176564	0.084817642	0.068306011	0.119760479	0.104384134	0.105042017	0.102354145	0.0999001	0.096711799	0.099601594	0.077399381	0.100300903	0.096153846	0.09765625	0.096432015	0.096805421	0.098231827
g_Lactobacillus	4.156936011	4.978488015	4.176668267	5.086848635	4.651162791	6.330837304	6.829992576	6.212018906	6.348122867	6.343792633	1.182432432	1.182432432	1.348547718	1.262135922	1.270772239	1.932989691	1.631853786	1.628664495	1.623376623	0	9.255079007	9.125475285	9.214501511	6.012658228	5.919661734	7.231040564	7.088459285	17.03081232	16.50650085	18.3352081	1.727328809	1.795665635	2.024035421	1.372315036	1.364985163	2.013422819	6.196377502	1.774193548	2.543234995	2.851323829	5.620753552	0.831946755	1.155115512	0.260190807	4.146838885	0.315208826	0.316205534	0.314465409	0.316706255	0.508905852	1.161202186	2.395209581	2.087682672	2.100840336	2.047082907	13.28671329	13.73307544	12.15139442	20.43343653	5.115346038	0.096153846	0.09765625	0.096432015	0.096805421	0.098231827
s_Lactobacillus_intestinalis	2.428771602	2.21266134	2.400384061	2.23325062	2.379664684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.019563582	5.931558935	6.042296073	1.160337553	1.057082452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.359281437	0.208768267	0.210084034	0.204708291	11.38861139	11.60541586	10.45816733	16.33126935	4.513540622	0	0	0	0	0
s_Lactobacillus_johnsonii	1.214385801	2.08973571	1.248199712	2.109181141	1.676581936	2.722940776	2.82108389	2.700877785	2.730375427	2.72851296	0.168918919	0.168918919	0.20746888	0.194174757	0.195503421	0.193298969	0.130548303	0.13029316	0.12987013	0	2.784048157	2.813688213	2.870090634	4.535864979	4.545454545	5.349794239	5.272407733	12.4929972	12.15375919	13.44206974	1.418877236	1.486068111	1.644528779	1.193317422	1.127596439	0.33557047	0.667302193	0.241935484	0.305188199	0.305498982	5.311920939	0.831946755	1.155115512	0.173460538	3.942895989	0.236406619	0.23715415	0.235849057	0.237529691	0.508905852	1.024590164	1.19760479	1.252609603	1.155462185	1.228249744	0.599400599	0.580270793	0.597609562	0.619195046	0.300902708	0	0	0	0	0
s_Lactobacillus_taiwanensis	0.046707146	0.061462815	0.048007681	0.062034739	0.054083288	2.995234854	3.118040089	2.903443619	3.003412969	3.001364256	0.844594595	0.844594595	0.933609959	0.873786408	0.879765396	1.481958763	1.240208877	1.237785016	1.233766234	0	0	0	0	0	0	1.293356849	1.288810779	3.193277311	3.109101187	3.430821147	0.185070944	0.185758514	0.189753321	0.119331742	0.118694362	1.426174497	4.766444233	1.370967742	1.932858596	2.138492872	0	0	0	0	0	0.078802206	0.079051383	0.078616352	0.079176564	0	0.068306011	0.598802395	0.417536534	0.420168067	0.409416581	0.599400599	0.773694391	0.398406375	2.244582043	0.100300903	0.096153846	0.09765625	0.096432015	0.096805421	0.098231827
g_Ligilactobacillus	14.1522653	9.157959435	13.58617379	9.181141439	11.79015684	2.450646698	2.598366741	2.363268062	2.389078498	2.455661664	0.253378378	0.253378378	0.31120332	0.291262136	0.293255132	0.644329897	0.587467363	0.586319218	0.584415584	0.271923861	6.847253574	6.844106464	6.873111782	7.489451477	7.399577167	1.76366843	1.757469244	1.568627451	1.58281515	1.51856018	1.665638495	1.857585139	2.466793169	0.477326969	0.474777448	0.33557047	0.667302193	0.161290323	0.305188199	0.305498982	0.061766523	0	0	0.086730269	0.067980965	5.910165485	5.849802372	5.817610063	5.700712589	0.339270568	5.464480874	0.479041916	2.192066806	1.890756303	2.149437052	3.296703297	3.771760155	2.788844622	7.352941176	1.905717151	2.115384615	2.24609375	2.025072324	2.032913843	2.259332024
s_Ligilactobacillus_murinus	13.87202242	8.97357099	13.2981277	8.995037221	11.5197404	2.382573179	2.524127691	2.295746117	2.320819113	2.319236016	0.253378378	0.253378378	0.31120332	0.291262136	0.293255132	0.579896907	0.587467363	0.521172638	0.519480519	0.271923861	6.696764485	6.692015209	6.722054381	7.278481013	7.188160677	1.76366843	1.757469244	1.568627451	1.526286037	1.46231721	1.665638495	1.795665635	2.403542062	0.477326969	0.474777448	0.251677852	0.571973308	0.161290323	0.2034588	0.305498982	0.061766523	0	0	0.086730269	0.067980965	5.752561072	5.691699605	5.660377358	5.621536025	0.339270568	5.327868852	0.479041916	2.087682672	1.890756303	2.047082907	3.196803197	3.675048356	2.689243028	7.120743034	1.905717151	2.115384615	2.1484375	2.025072324	2.032913843	2.259332024
g_Limosilactobacillus	2.288650163	3.19606638	2.35237638	3.225806452	2.758247701	0.408441116	0.445434298	0.405131668	0.409556314	0.409276944	2.618243243	2.702702703	3.112033195	2.912621359	2.93255132	1.804123711	1.501305483	1.433224756	1.493506494	0.067980965	20.24078254	19.92395437	20.16616314	9.599156118	9.513742072	0.940623163	0.93731693	3.305322129	3.1656303	3.655793026	1.048735349	0.866873065	0.316255534	2.267303103	2.195845697	0.587248322	2.764537655	0.725806452	0.813835198	0.916496945	0.24706609	0.083194676	0.082508251	0	0.135961931	0.157604413	0.158102767	0.157232704	0.158353127	0.084817642	0.887978142	0.239520958	0.521920668	0.420168067	0.511770727	9.190809191	9.574468085	8.366533865	14.08668731	3.7111334	0.576923077	0.5859375	0.578592093	0.580832527	0.589390963
s_Limosilactobacillus_reuteri	2.288650163	3.134603565	2.304368699	3.225806452	2.758247701	0.408441116	0.445434298	0.405131668	0.409556314	0.409276944	2.618243243	2.702702703	3.112033195	2.912621359	2.93255132	1.804123711	1.501305483	1.433224756	1.493506494	0.067980965	20.09029345	19.77186312	20.01510574	9.599156118	9.408033827	0.940623163	0.93731693	3.24929972	3.1656303	3.655793026	1.048735349	0.80495356	0.316255534	2.207637232	2.136498516	0.587248322	2.66920877	0.725806452	0.813835198	0.916496945	0.24706609	0.083194676	0.082508251	0	0.135961931	0.157604413	0.158102767	0.157232704	0.158353127	0.084817642	0.819672131	0.239520958	0.417536534	0.420168067	0.409416581	8.991008991	9.284332689	8.266932271	13.62229102	3.7111334	0.576923077	0.5859375	0.578592093	0.580832527	0.589390963
g_Candidatus_Arthromitus	0.326950023	0.61462815	0.336053769	0.620347395	0.486749594	0	0	0	0	0	0.168918919	0.168918919	0.31120332	0.291262136	0.293255132	0	0	0	0	0	0.225733634	0.30418251	0.302114804	0.210970464	0.21141649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.432365658	1.247920133	1.237623762	1.300954033	0.679809653	0	0	0	0	1.102629347	0.068306011	0.119760479	0.104384134	0.105042017	0.102354145	0.0999001	0.096711799	0	0.077399381	0	0	0	0	0	0
g_Clostridium	0.513778608	0.553165335	0.528084494	0.558312655	0.540832883	0.953029272	0.890868597	0.945307225	0.955631399	0.954979536	1.266891892	1.266891892	1.556016598	1.650485437	1.661779081	0.579896907	0.652741514	0.651465798	0.649350649	0.747790619	0.752445448	0.760456274	0.755287009	0.843881857	0.845665962	1.058201058	1.054481547	1.008403361	1.017524025	1.012373453	0.555212832	0.557275542	0.632511069	0.357995227	0.415430267	0.503355705	0.857959962	0.64516129	1.119023398	1.120162933	0.555898703	1.663893511	1.485148515	1.647875108	0.883752549	0.945626478	0.948616601	0.943396226	0.950118765	1.526717557	1.229508197	1.077844311	1.14822547	1.155462185	1.125895599	1.198801199	1.257253385	1.195219124	1.393188854	1.303911735	1.634615385	1.66015625	1.639344262	1.645692159	1.768172888
s_Clostridium_sp._MD294	0.467071462	0.49170252	0.480076812	0.558312655	0.486749594	0.816882233	0.742390497	0.810263336	0.819112628	0.818553888	1.182432432	1.182432432	1.556016598	1.650485437	1.56402737	0.579896907	0.587467363	0.586319218	0.584415584	0.747790619	0.677200903	0.684410646	0.679758308	0.738396624	0.739957717	0.999412111	0.995899238	0.672268908	0.67834935	0.618672666	0.493522517	0.557275542	0.569259962	0.357995227	0.356083086	0.419463087	0.857959962	0.564516129	1.017293998	1.018329939	0.49413218	1.580698835	1.402640264	1.56114484	0.815771584	0.945626478	0.948616601	0.943396226	0.950118765	1.441899915	1.229508197	1.077844311	1.14822547	1.155462185	1.125895599	1.198801199	1.160541586	1.09561753	1.393188854	1.303911735	1.538461538	1.5625	1.542912247	1.548886738	1.669941061
g_Hungatella	0.046707146	0.061462815	0.048007681	0.062034739	0.054083288	0.136147039	0.07423905	0.135043889	0.136518771	0.136425648	0.168918919	0.168918919	0.20746888	0.194174757	0.293255132	0.128865979	0.130548303	0.13029316	0.12987013	0.135961931	0.15048909	0.152091255	0.151057402	0.210970464	0.21141649	0.176366843	0.175746924	0.112044818	0.113058225	0.112485939	0.123380629	0.123839009	0.126502214	0.119331742	0.118694362	0.167785235	0.190657769	0.161290323	0.305188199	0.305498982	0.123533045	0.166389351	0.165016502	0.173460538	0.135961931	0.157604413	0.158102767	0.157232704	0.158353127	0.169635284	0.068306011	0.119760479	0.104384134	0.105042017	0.102354145	0.1998002	0.290135397	0.199203187	0.232198142	0.200601805	0.096153846	0.09765625	0.096432015	0.096805421	0.196463654
s_Hungatella_hathewayi	0.046707146	0.061462815	0.048007681	0.062034739	0.054083288	0.136147039	0.07423905	0.135043889	0.136518771	0.136425648	0.168918919	0.168918919	0.20746888	0.194174757	0.293255132	0.128865979	0.130548303	0.13029316	0.12987013	0.135961931	0.15048909	0.152091255	0.151057402	0.210970464	0.21141649	0.176366843	0.175746924	0.112044818	0.113058225	0.112485939	0.123380629	0.123839009	0.126502214	0.119331742	0.118694362	0.167785235	0.190657769	0.161290323	0.305188199	0.305498982	0.123533045	0.166389351	0.165016502	0.173460538	0.135961931	0.157604413	0.158102767	0.157232704	0.158353127	0.169635284	0.068306011	0.119760479	0.104384134	0.105042017	0.102354145	0.1998002	0.290135397	0.199203187	0.232198142	0.200601805	0.096153846	0.09765625	0.096432015	0.096805421	0.196463654
g_Eubacterium	0.046707146	0.061462815	0.048007681	0.062034739	0.054083288	0.068073519	0	0.067521945	0.068259386	0.068212824	0.084459459	0.084459459	0.10373444	0.097087379	0.097751711	0.06443299	0.065274151	0.06514658	0.064935065	0.067980965	0.075244545	0.076045627	0.075528701	0.105485232	0.105708245	0.058788948	0.058582308	0.056022409	0.056529112	0.05624297	0.123380629	0.123839009	0.126502214	0.119331742	0.118694362	0.083892617	0.095328885	0.080645161	0.1017294	0.101832994	0.061766523	0.083194676	0.082508251	0.086730269	0.067980965	0.078802206	0.079051383	0.078616352	0.079176564	0.084817642	0	0	0	0	0	0.0999001	0.096711799	0.099601594	0.154798762	0.100300903	0.096153846	0.09765625	0.096432015	0.096805421	0.098231827
g_Blautia	0.560485754	0.553165335	0.576092175	0.558312655	0.540832883	0.544588155	0.519673348	0.540175557	0.546075085	0.545702592	0.675675676	0.675675676	0.829875519	0.873786408	0.879765396	0.644329897	0.587467363	0.651465798	0.649350649	0.611828688	0.677200903	0.684410646	0.679758308	0.949367089	0.951374207	0.235155791	0.234329233	0.280112045	0.282645562	0.281214848	1.172115978	1.114551084	0.948766603	1.61097852	1.543026706	0.755033557	1.048617731	0.806451613	1.220752798	1.221995927	0.555898703	0.831946755	0.742574257	0.78057242	0.611828688	0.866824271	0.869565217	0.864779874	0.870942201	0.763358779	0.341530055	0.598802395	0.521920668	0.525210084	0.511770727	1.998001998	1.837524178	1.992031873	1.083591331	1.504513541	0.961538462	0.9765625	0.964320154	0.968054211	0.982318271
s_Blautia_producta	0.046707146	0.061462815	0.048007681	0.062034739	0.054083288	0.136147039	0.148478099	0.135043889	0.136518771	0.136425648	0.084459459	0.084459459	0.10373444	0.097087379	0.097751711	0.06443299	0.065274151	0.06514658	0.064935065	0.067980965	0.075244545	0.076045627	0.075528701	0.105485232	0.105708245	0.058788948	0.058582308	0.056022409	0.056529112	0.05624297	0.185070944	0.185758514	0.189753321	0.119331742	0.118694362	0	0.095328885	0.080645161	0.1017294	0.101832994	0.061766523	0.083194676	0.082508251	0.086730269	0.067980965	0.078802206	0.079051383	0.078616352	0.079176564	0.084817642	0.068306011	0	0	0	0	0.0999001	0.096711799	0.099601594	0.154798762	0.100300903	0.096153846	0.09765625	0.096432015	0.096805421	0.098231827
s_Blautia_pseudococcoides	0.37365717	0.307314075	0.38406145	0.310173697	0.32449973	0.204220558	0.222717149	0.202565834	0.204778157	0.204638472	0.253378378	0.253378378	0.31120332	0.388349515	0.391006843	0.386597938	0.326370757	0.325732899	0.324675325	0.339904827	0.225733634	0.228136882	0.226586103	0.316455696	0.317124736	0.117577895	0.117164616	0.168067227	0.169587337	0.168728909	0.80197409	0.681114551	0.506008855	1.193317422	1.127596439	0.503355705	0.571973308	0.483870968	0.712105799	0.712830957	0.370599135	0.499168053	0.495049505	0.520381613	0.407885792	0.551615445	0.553359684	0.550314465	0.554235946	0.508905852	0.204918033	0.359281437	0.313152401	0.31512605	0.307062436	1.498501499	1.353965184	1.494023904	0.696594427	1.003009027	0.480769231	0.48828125	0.482160077	0.484027106	0.491159136
s_Blautia_wexlerae	0.046707146	0	0.048007681	0	0.054083288	0.068073519	0.07423905	0.067521945	0.068259386	0.068212824	0.084459459	0.084459459	0.10373444	0.097087379	0.097751711	0.06443299	0.065274151	0.06514658	0.064935065	0.067980965	0.075244545	0.076045627	0.075528701	0.105485232	0.105708245	0.058788948	0.058582308	0	0	0	0.061690315	0.061919505	0.063251107	0.059665871	0.059347181	0.083892617	0.095328885	0.080645161	0.1017294	0.101832994	0.061766523	0.083194676	0.082508251	0.086730269	0.067980965	0.078802206	0.079051383	0.078616352	0.079176564	0.084817642	0	0	0	0	0	0.0999001	0.096711799	0.099601594	0.077399381	0.100300903	0.096153846	0.09765625	0.096432015	0.096805421	0.098231827
g_Coprococcus	0.046707146	0.061462815	0.048007681	0.062034739	0.054083288	0.068073519	0.07423905	0.067521945	0.068259386	0.068212824	0.084459459	0.084459459	0.10373444	0.097087379	0.097751711	0.06443299	0.065274151	0.06514658	0.064935065	0.067980965	0.075244545	0.076045627	0.075528701	0.105485232	0.105708245	0	0	0	0	0	0.061690315	0.061919505	0.063251107	0.059665871	0.059347181	0	0.095328885	0	0.1017294	0.101832994	0.061766523	0.083194676	0.082508251	0.086730269	0.067980965	0.078802206	0.079051383	0.078616352	0.079176564	0.084817642	0	0	0	0	0	0.0999001	0.096711799	0.099601594	0.077399381	0.100300903	0	0	0	0	0
s_Enterocloster_bolteae	0.887435778	1.35218193	0.912145943	1.364764268	1.135749054	1.974132063	1.930215293	1.958136394	1.979522184	1.909959072	2.364864865	2.364864865	3.215767635	3.203883495	3.225806452	1.095360825	1.044386423	1.107491857	1.038961039	1.087695445	1.655379985	1.673003802	1.66163142	2.109704641	2.114164905	0.881834215	0.878734622	0.616246499	0.621820237	0.562429696	1.418877236	1.486068111	1.644528779	1.014319809	1.068249258	1.761744966	1.811248808	1.532258065	2.034587996	2.036659878	0.926497838	1.331114809	1.320132013	1.387684302	1.087695445	1.182033097	1.185770751	1.179245283	1.187648456	1.357082273	0.956284153	1.556886228	1.252609603	1.365546218	1.330603889	2.697302697	2.611218569	2.788844622	1.780185759	2.106318957	1.442307692	1.46484375	1.446480231	1.452081317	1.473477407
s_Enterocloster_clostridioformis	0.046707146	0.061462815	0.048007681	0.062034739	0.054083288	0.068073519	0.07423905	0.067521945	0.068259386	0.068212824	0.084459459	0.084459459	0.10373444	0.097087379	0.097751711	0.128865979	0.065274151	0.06514658	0.064935065	0.067980965	0.15048909	0.152091255	0.151057402	0.210970464	0.21141649	0.117577895	0.117164616	0.056022409	0.056529112	0.05624297	0.061690315	0.061919505	0.063251107	0	0	0	0.095328885	0	0.1017294	0.101832994	0	0.083194676	0.082508251	0.086730269	0.067980965	0.157604413	0.158102767	0.157232704	0.158353127	0.084817642	0.068306011	0.119760479	0.104384134	0.105042017	0.102354145	0.0999001	0.096711799	0.099601594	0.077399381	0.100300903	0.096153846	0.09765625	0.096432015	0.096805421	0.098231827
g_Faecalicatena	0.093414292	0.12292563	0.096015362	0.124069479	0.108166577	0.136147039	0.148478099	0.135043889	0.136518771	0.136425648	0.084459459	0.084459459	0.10373444	0.097087379	0.097751711	0.06443299	0.065274151	0.06514658	0.064935065	0.067980965	0.075244545	0.076045627	0.075528701	0.105485232	0.105708245	0.058788948	0.058582308	0.056022409	0.056529112	0.05624297	0.061690315	0.061919505	0.063251107	0.059665871	0.059347181	0	0.095328885	0	0.1017294	0.101832994	0.061766523	0.083194676	0.082508251	0.086730269	0.067980965	0.078802206	0.079051383	0.078616352	0.079176564	0.084817642	0.068306011	0.239520958	0.208768267	0.210084034	0.204708291	0.1998002	0.193423598	0.099601594	0.309597523	0.200601805	0.288461538	0.29296875	0.289296046	0.290416263	0.294695481
s_Faecalicatena_sp._Marseille.Q4148	0.093414292	0.12292563	0.096015362	0.124069479	0.108166577	0.136147039	0.148478099	0.135043889	0.136518771	0.136425648	0.084459459	0.084459459	0.10373444	0.097087379	0.097751711	0.06443299	0.065274151	0.06514658	0.064935065	0.067980965	0.075244545	0.076045627	0.075528701	0.105485232	0.105708245	0.058788948	0.058582308	0.056022409	0.056529112	0.05624297	0.061690315	0.061919505	0.063251107	0.059665871	0.059347181	0	0.095328885	0	0.1017294	0.101832994	0.061766523	0.083194676	0.082508251	0.086730269	0.067980965	0.078802206	0.079051383	0.078616352	0.079176564	0.084817642	0.068306011	0.239520958	0.208768267	0.210084034	0.204708291	0.1998002	0.193423598	0.099601594	0.309597523	0.200601805	0.288461538	0.29296875	0.289296046	0.290416263	0.294695481
s_.Clostridium._scindens	0.467071462	0.73755378	0.480076812	0.744416873	0.594916171	0.884955752	0.816629547	0.87778528	0.887372014	0.886766712	1.013513514	1.013513514	1.244813278	1.262135922	1.270772239	0.515463918	0.522193211	0.521172638	0.519480519	0.475866757	0.978179082	0.988593156	0.981873112	1.265822785	1.268498943	0.470311581	0.527240773	0.448179272	0.395703787	0.393700787	1.048735349	1.052631579	1.201771031	0.715990453	0.712166172	0.755033557	0.953288847	0.725806452	1.220752798	1.221995927	0.617665225	0.915141431	0.907590759	0.954032958	0.679809653	0.551615445	0.553359684	0.550314465	0.554235946	0.932994063	0.341530055	0.718562874	0.626304802	0.630252101	0.614124872	1.898101898	1.837524178	1.892430279	1.393188854	1.504513541	1.153846154	1.171875	1.157184185	1.161665053	1.178781925
s_Lachnoclostridium_phocaeense	0.093414292	0.184388445	0.144023044	0.186104218	0.162249865	0.340367597	0.296956199	0.337609723	0.341296928	0.34106412	0.422297297	0.422297297	0.518672199	0.485436893	0.488758553	0.128865979	0.130548303	0.13029316	0.12987013	0.203942896	0.300978179	0.30418251	0.302114804	0.316455696	0.317124736	0.823045267	0.761570006	0.336134454	0.282645562	0.224971879	0.308451573	0.309597523	0.379506641	0.238663484	0.237388724	0.167785235	0.476644423	0.322580645	0.406917599	0.407331976	0.185299568	0.332778702	0.330033003	0.346921075	0.203942896	0.157604413	0.158102767	0.157232704	0.158353127	0.254452926	0.204918033	0.359281437	0.313152401	0.31512605	0.307062436	0.4995005	0.483558994	0.498007968	0.541795666	0.401203611	0.384615385	0.48828125	0.385728062	0.387221684	0.491159136
s_Lachnoclostridium_sp._YL32	1.447921532	1.905347265	1.488238118	1.923076923	1.676581936	2.178352621	1.930215293	2.160702228	2.184300341	2.114597544	2.533783784	2.618243243	3.215767635	3.398058252	3.421309873	1.675257732	1.697127937	1.693811075	1.688311688	1.767505099	2.934537246	2.88973384	2.945619335	3.58649789	3.594080338	2.821869489	2.811950791	1.680672269	1.695873375	1.406074241	2.467612585	2.600619195	2.909550917	1.730310263	1.721068249	2.684563758	3.145853194	2.5	4.272634791	4.276985743	1.852995676	2.579034942	2.557755776	2.688638335	2.03942896	2.127659574	2.134387352	2.122641509	2.137767221	2.544529262	1.092896175	2.275449102	1.878914405	1.890756303	1.842374616	3.996003996	3.868471954	3.984063745	3.250773994	3.309929789	2.596153846	2.63671875	2.507232401	2.516940949	2.652259332
g_Marvinbryantia	0.093414292	0.184388445	0.096015362	0.186104218	0.162249865	0.204220558	0.222717149	0.202565834	0.204778157	0.204638472	0.168918919	0.168918919	0.20746888	0.194174757	0.195503421	0.128865979	0.130548303	0.13029316	0.12987013	0.135961931	0.225733634	0.228136882	0.226586103	0.316455696	0.317124736	0.058788948	0.058582308	0.056022409	0.056529112	0.05624297	0.061690315	0.061919505	0.063251107	0.059665871	0.059347181	0.083892617	0.190657769	0.080645161	0.2034588	0.203665988	0.123533045	0.166389351	0.165016502	0.173460538	0.135961931	0.236406619	0.23715415	0.235849057	0.237529691	0.169635284	0.136612022	0.119760479	0.104384134	0.105042017	0.102354145	0.2997003	0.290135397	0.199203187	0.232198142	0.200601805	0.192307692	0.1953125	0.192864031	0.193610842	0.196463654
s_Marvinbryantia_formatexigens	0.093414292	0.184388445	0.096015362	0.186104218	0.162249865	0.204220558	0.222717149	0.202565834	0.204778157	0.204638472	0.168918919	0.168918919	0.20746888	0.194174757	0.195503421	0.128865979	0.130548303	0.13029316	0.12987013	0.135961931	0.225733634	0.228136882	0.226586103	0.316455696	0.317124736	0.058788948	0.058582308	0.056022409	0.056529112	0.05624297	0.061690315	0.061919505	0.063251107	0.059665871	0.059347181	0.083892617	0.190657769	0.080645161	0.2034588	0.203665988	0.123533045	0.166389351	0.165016502	0.173460538	0.135961931	0.236406619	0.23715415	0.235849057	0.237529691	0.169635284	0.136612022	0.119760479	0.104384134	0.105042017	0.102354145	0.2997003	0.290135397	0.199203187	0.232198142	0.200601805	0.192307692	0.1953125	0.192864031	0.193610842	0.196463654
g_Mediterraneibacter	0.093414292	0.12292563	0.096015362	0.124069479	0.108166577	0.136147039	0.07423905	0.135043889	0.136518771	0.136425648	0.253378378	0.253378378	0.31120332	0.291262136	0.293255132	0.06443299	0.065274151	0.06514658	0.064935065	0.067980965	0.15048909	0.152091255	0.151057402	0.210970464	0.21141649	0	0	0.056022409	0.056529112	0.05624297	0.061690315	0.123839009	0.126502214	0.059665871	0.059347181	0.083892617	0.095328885	0.080645161	0.1017294	0.101832994	0.123533045	0.166389351	0.165016502	0.173460538	0.135961931	0.157604413	0.158102767	0.157232704	0.158353127	0.169635284	0.068306011	0.119760479	0.104384134	0.105042017	0.102354145	0.1998002	0.193423598	0.199203187	0.154798762	0.200601805	0.096153846	0.09765625	0.096432015	0.096805421	0.098231827
s_.Ruminococcus._gnavus	0.046707146	0.061462815	0.048007681	0.062034739	0.054083288	0.068073519	0.07423905	0.067521945	0.068259386	0.068212824	0.253378378	0.168918919	0.31120332	0.291262136	0.293255132	0.06443299	0.065274151	0.06514658	0.064935065	0.067980965	0.15048909	0.152091255	0.151057402	0.210970464	0.21141649	0	0	0	0	0	0.061690315	0.061919505	0.063251107	0.059665871	0.059347181	0	0.095328885	0	0.1017294	0.101832994	0.123533045	0.166389351	0.165016502	0.173460538	0.135961931	0.078802206	0.079051383	0.078616352	0.079176564	0.169635284	0.068306011	0.119760479	0.104384134	0.105042017	0.102354145	0.0999001	0.096711799	0.099601594	0.077399381	0.100300903	0.096153846	0.09765625	0.096432015	0.096805421	0.098231827
g_Roseburia	0.093414292	0.12292563	0.096015362	0.124069479	0.108166577	0.136147039	0.148478099	0.135043889	0.136518771	0.136425648	0.168918919	0.168918919	0.20746888	0.194174757	0.195503421	0.128865979	0.130548303	0.13029316	0.12987013	0.135961931	0.300978179	0.30418251	0.302114804	0.316455696	0.317124736	0.117577895	0.117164616	0.112044818	0.113058225	0.112485939	0.123380629	0.123839009	0.126502214	0.059665871	0.059347181	0.083892617	0.190657769	0.161290323	0.2034588	0.203665988	0.123533045	0.166389351	0.165016502	0.173460538	0.135961931	0.078802206	0.079051383	0.078616352	0.079176564	0.169635284	0.068306011	0.119760479	0.104384134	0.105042017	0.102354145	0.2997003	0.290135397	0.298804781	0.154798762	0.200601805	0.192307692	0.1953125	0.192864031	0.193610842	0.196463654
